"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,8,14,15,13,15,8,11,13,2,7,3,5,5,1,3,NA,8,6,8,4,1,NA,1,NA,2,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,9,12,11,15,12,9,8,12,2,8,5,2,5,1,2,NA,9,7,9,4,1,NA,1,NA,2,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,8,11,13,16,12,8,8,13,5,10,2,2,5,1,1,NA,8,5,9,3,1,NA,1,NA,2,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,8,11,11,16,15,9,9,11,3,8,3,3,4,1,4,NA,9,6,10,3,1,NA,1,NA,2,1,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,10,13,15,11,12,11,10,12,3,9,2,2,4,1,1,NA,8,5,9,4,1,NA,1,NA,2,1,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,10,11,12,13,14,11,8,12,3,9,2,3,3,1,2,NA,9,5,8,4,1,NA,1,NA,2,1,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,10,14,13,12,9,9,12,2,9,4,3,5,1,1,NA,7,6,8,3,1,NA,1,NA,2,1,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,9,10,12,15,12,9,8,11,3,8,5,3,3,1,1,NA,8,5,9,4,1,NA,1,NA,2,1,1,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,9,15,12,8,11,8,12,2,9,2,3,4,1,3,NA,8,6,9,4,1,NA,1,NA,2,1,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,7,13,12,18,13,10,8,12,3,9,3,2,4,1,1,NA,8,5,9,5,1,NA,1,NA,2,1,2,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
