"",32,40,34,42,NA,NA,66,44,45,54,25,75,66,66,41,81,45,43,57,43,30,15,35,63,37,NA,35,21,54,40,27,31,29,26,40,30,18,8,19,34,15,15,20,NA,4,36,41,37,33,26,9,19,25,41,35,31,38,43,28,22,7,32,14,32,24,29,21,30,18,9,14,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",37,42,34,40,NA,NA,71,44,43,51,26,73,68,63,34,83,47,41,56,46,29,16,36,64,33,NA,32,29,45,47,23,30,24,28,42,31,17,10,18,33,14,16,21,NA,3,34,40,39,30,29,7,13,25,41,39,33,34,42,30,24,11,35,15,32,23,30,20,30,17,8,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",35,46,36,42,NA,NA,69,43,43,51,25,73,68,64,41,82,46,39,59,42,29,20,39,58,35,NA,35,26,49,43,23,29,25,32,41,32,19,13,15,36,14,20,20,NA,4,38,48,39,32,26,6,14,27,45,32,27,33,43,30,29,12,33,15,35,24,29,28,30,16,8,14,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",33,49,35,40,NA,NA,69,43,45,53,26,72,66,63,40,82,46,37,61,46,27,16,38,63,40,NA,37,22,46,45,27,33,23,28,42,37,17,10,17,34,16,25,27,NA,3,34,39,37,34,22,10,13,27,39,34,34,36,34,28,21,12,28,22,31,24,30,25,30,16,8,14,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",35,43,35,40,NA,NA,70,44,47,54,25,74,67,64,37,79,46,45,58,38,26,13,37,63,35,NA,31,33,49,44,22,28,30,26,43,35,17,8,16,37,12,20,19,NA,5,43,39,40,31,24,8,15,27,49,37,29,33,35,26,22,10,29,19,34,22,29,22,30,15,10,13,NA,11,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",36,39,35,41,NA,NA,64,43,43,55,24,71,67,59,39,85,47,39,63,42,28,14,31,59,33,NA,34,22,48,44,28,30,22,25,43,30,17,11,16,31,15,15,27,NA,5,39,39,42,34,23,8,14,25,49,32,30,33,35,27,25,10,34,21,31,23,30,19,30,16,10,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",36,44,34,43,NA,NA,68,44,44,54,26,71,67,61,36,77,44,34,66,51,28,16,32,64,38,NA,37,23,48,43,22,30,24,25,40,35,16,8,16,37,13,17,20,NA,5,44,42,38,32,23,7,14,26,44,31,34,32,39,27,24,8,31,18,32,26,31,26,30,15,9,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,43,34,41,NA,NA,69,46,44,54,24,72,67,61,37,85,46,41,59,48,29,13,37,62,35,NA,31,28,49,41,23,29,26,28,40,36,18,10,17,34,14,18,21,NA,3,36,41,37,35,21,6,13,26,44,36,30,34,39,28,27,7,36,15,35,25,30,26,30,19,9,13,NA,13,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",35,44,36,41,NA,NA,63,45,42,58,28,74,67,59,37,87,43,41,60,47,25,16,32,64,38,NA,34,20,45,42,26,31,23,32,42,30,16,10,17,32,16,15,21,NA,3,39,37,40,36,27,10,13,25,43,33,35,28,39,26,27,10,29,17,33,25,29,24,30,17,9,14,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",33,46,34,41,NA,NA,68,44,42,55,24,76,66,66,37,83,48,37,59,47,25,15,35,63,36,NA,30,24,51,37,26,34,29,24,43,34,17,14,18,39,13,21,18,NA,3,36,43,34,34,18,7,13,30,41,32,29,34,33,24,25,16,32,15,29,22,29,23,30,15,9,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
